,location,total_sqft,bath,price,bhk
616,Badavala Nagar,1494.0,2.0,94.55,3
617,Badavala Nagar,1274.0,2.0,81.0,2
618,Badavala Nagar,1842.0,3.0,115.0,3
619,Badavala Nagar,1494.0,2.0,94.55,3
620,Badavala Nagar,1274.0,2.0,81.0,2
621,Badavala Nagar,1494.0,2.0,94.55,3
622,Badavala Nagar,1842.0,3.0,115.0,3
623,Badavala Nagar,1842.0,3.0,115.0,3
624,Badavala Nagar,1842.0,3.0,115.0,3
625,Balagere,1210.0,2.0,80.9,2
626,Balagere,1210.0,2.0,72.0,2
627,Balagere,1205.0,2.0,78.5,2
628,Balagere,790.5,1.0,41.9,1
631,Balagere,1020.07,2.0,68.38,2
632,Balagere,1205.47,2.0,81.0,2
633,Balagere,1007.0,2.0,65.0,2
635,Balagere,1210.0,2.0,74.0,2
636,Balagere,1210.0,2.0,83.0,2
637,Balagere,675.0,1.0,45.0,1
638,Balagere,656.0,1.0,43.0,1
640,Balagere,1012.0,2.0,64.0,2
641,Balagere,1007.0,2.0,62.0,2
642,Balagere,1007.0,2.0,67.0,2
643,Balagere,1007.0,2.0,66.0,2
646,Balagere,645.0,1.0,34.18,1
649,Balagere,790.5,1.0,42.295,1
650,Balagere,1012.0,2.0,65.0,2
651,Balagere,656.0,1.0,38.77,1
652,Balagere,645.0,1.0,39.0,1
653,Balagere,645.0,1.0,41.0,1
654,Balagere,1210.0,2.0,82.0,2
655,Balagere,656.0,1.0,34.77,1
656,Balagere,1205.0,2.0,73.87,2
657,Balagere,1012.0,2.0,70.0,2
658,Balagere,1007.0,2.0,68.0,2
660,Balagere,1205.0,2.0,79.0,2
661,Balagere,1012.0,2.0,68.0,2
663,Banashankari,1077.0,2.0,37.64,2
664,Banashankari,1470.0,2.0,88.64,3
665,Banashankari,1300.0,2.0,75.0,3
666,Banashankari,1800.0,3.0,115.0,3
667,Banashankari,1125.0,2.0,63.0,2
669,Banashankari,1310.0,2.0,80.0,2
670,Banashankari,2600.0,4.0,135.0,3
671,Banashankari,1900.0,2.0,170.0,3
672,Banashankari,1260.0,2.0,75.0,2
673,Banashankari,1170.0,2.0,46.79,2
675,Banashankari,1350.0,2.0,83.0,3
677,Banashankari,1330.0,2.0,78.0,2
678,Banashankari,1400.0,2.0,78.0,3
679,Banashankari,1700.0,3.0,125.0,3
680,Banashankari,1020.0,2.0,40.79,2
681,Banashankari,1600.0,2.0,63.98,2
682,Banashankari,1041.0,2.0,36.44,2
683,Banashankari,2400.0,1.0,200.0,1
684,Banashankari,1390.0,2.0,86.0,2
685,Banashankari,1460.0,2.0,70.0,2
686,Banashankari,1200.0,2.0,60.0,2
687,Banashankari,1290.0,2.0,80.0,2
688,Banashankari,2582.0,5.0,250.0,3
689,Banashankari,1186.0,2.0,65.0,2
690,Banashankari,1650.0,3.0,101.0,3
692,Banashankari,1181.0,2.0,75.0,2
693,Banashankari,1105.0,2.0,90.0,2
694,Banashankari,720.0,1.0,60.0,1
695,Banashankari,1040.0,2.0,45.0,2
696,Banashankari,1330.0,2.0,77.0,2
697,Banashankari,1200.0,2.0,49.0,2
698,Banashankari,1185.0,2.0,67.0,2
699,Banashankari,1000.0,2.0,50.0,2
700,Banashankari,1650.0,3.0,90.75,3
701,Banashankari,1650.0,3.0,101.0,3
702,Banashankari,1310.0,2.0,80.43,2
703,Banashankari,1430.0,2.0,87.8,2
704,Banashankari,1020.0,2.0,42.83,2
706,Banashankari,1540.0,3.0,80.0,3
707,Banashankari,1195.0,2.0,35.84,2
708,Banashankari,1683.0,3.0,115.0,3
709,Banashankari,1800.0,3.0,125.0,3
710,Banashankari,1175.0,2.0,41.13,2
711,Banashankari,1750.0,2.0,89.0,3
712,Banashankari,1800.0,3.0,175.0,3
713,Banashankari,1450.0,2.0,50.75,2
714,Banashankari,1770.0,3.0,108.0,3
715,Banashankari,1800.0,3.0,125.0,3
718,Banashankari,1200.0,3.0,74.52,3
719,Banashankari,1100.0,2.0,63.0,2
720,Banashankari,1020.0,2.0,40.79,2
721,Banashankari,1260.0,2.0,75.0,2
723,Banashankari,1426.0,3.0,85.0,3
724,Banashankari Stage II,1700.0,2.0,150.0,2
725,Banashankari Stage II,1500.0,2.0,120.0,3
726,Banashankari Stage II,2400.0,3.0,510.0,5
727,Banashankari Stage II,1240.0,2.0,59.52,3
728,Banashankari Stage II,1250.0,2.0,110.0,2
729,Banashankari Stage II,1260.0,2.0,95.0,3
730,Banashankari Stage II,2400.0,2.0,300.0,3
731,Banashankari Stage II,1400.0,2.0,100.0,2
732,Banashankari Stage II,2800.0,3.0,425.0,5
733,Banashankari Stage II,3000.0,3.0,450.0,3
734,Banashankari Stage II,1200.0,2.0,198.0,3
735,Banashankari Stage II,1245.0,2.0,125.0,2
736,Banashankari Stage III,1305.0,2.0,58.7,3
737,Banashankari Stage III,1145.0,2.0,58.4,2
738,Banashankari Stage III,1650.0,3.0,118.0,3
739,Banashankari Stage III,1350.0,2.0,68.0,3
741,Banashankari Stage III,1305.0,2.0,59.0,3
742,Banashankari Stage III,1305.0,2.0,60.0,3
743,Banashankari Stage III,1200.0,2.0,42.0,2
744,Banashankari Stage III,1305.0,2.0,59.0,3
745,Banashankari Stage III,1480.0,3.0,75.48,3
746,Banashankari Stage III,1305.0,2.0,59.0,3
747,Banashankari Stage III,1304.0,2.0,111.0,2
748,Banashankari Stage III,3000.0,6.0,150.0,6
749,Banashankari Stage III,1085.0,2.0,50.0,2
750,Banashankari Stage III,1500.0,2.0,100.0,3
751,Banashankari Stage III,2100.0,3.0,147.0,4
752,Banashankari Stage III,1420.0,2.0,95.0,3
753,Banashankari Stage V,1300.0,2.0,58.5,3
754,Banashankari Stage V,1305.0,2.0,49.0,3
755,Banashankari Stage V,1035.0,2.0,35.77,2
756,Banashankari Stage V,1355.0,2.0,61.0,3
757,Banashankari Stage V,1510.0,3.0,47.57,3
758,Banashankari Stage V,1650.0,3.0,51.98,3
759,Banashankari Stage V,1630.0,3.0,51.35,3
760,Banashankari Stage V,1510.0,3.0,47.57,3
761,Banashankari Stage V,1315.0,2.0,49.0,3
762,Banashankari Stage V,1540.0,3.0,48.51,3
763,Banashankari Stage V,920.0,2.0,41.5,2
764,Banashankari Stage VI,1177.5,2.0,59.935,2
765,Banashankari Stage VI,4800.0,4.0,190.0,4
766,Banashankari Stage VI,1160.0,2.0,59.0,2
767,Banashankari Stage VI,1180.0,2.0,59.47,2
768,Banashankari Stage VI,1423.0,2.0,71.73,3
769,Banashankari Stage VI,1392.0,3.0,69.46,3
770,Banashankari Stage VI,1410.5,2.0,70.385,3
771,Banashankari Stage VI,4800.0,3.0,200.0,4
772,Banaswadi,1184.0,2.0,53.0,2
773,Banaswadi,1145.0,2.0,55.0,2
774,Banaswadi,1250.0,2.0,60.0,2
775,Banaswadi,1365.0,2.0,73.0,2
776,Banaswadi,1903.0,6.0,140.0,5
777,Banaswadi,1222.0,2.0,80.0,2
778,Banaswadi,870.0,2.0,38.0,2
779,Banaswadi,1200.0,2.0,60.0,2
781,Banaswadi,527.0,1.0,35.0,1
782,Banaswadi,1340.0,2.0,73.0,2
783,Banaswadi,1008.0,2.0,52.0,2
784,Banaswadi,1105.0,2.0,57.0,2
785,Banjara Layout,1200.0,2.0,70.0,2
786,Banjara Layout,1050.0,2.0,64.8,2
787,Banjara Layout,2500.0,4.0,140.0,3
788,Bannerghatta,3012.0,6.0,250.0,4
789,Bannerghatta,1665.0,3.0,110.0,3
790,Bannerghatta,2370.0,4.0,195.0,3
791,Bannerghatta,1100.0,2.0,66.0,2
792,Bannerghatta,2895.5,2.0,246.0,4
793,Bannerghatta,1113.0,2.0,70.0,2
794,Bannerghatta,1200.0,2.0,73.2,2
795,Bannerghatta,1070.0,2.0,87.0,2
796,Bannerghatta,1776.0,3.0,124.0,3
797,Bannerghatta,1776.0,3.0,150.0,3
798,Bannerghatta Road,500.0,1.0,18.5,1
799,Bannerghatta Road,1050.0,2.0,65.0,2
800,Bannerghatta Road,1170.0,2.0,66.0,3
801,Bannerghatta Road,595.0,1.0,33.32,1
802,Bannerghatta Road,1445.0,3.0,95.0,3
803,Bannerghatta Road,1640.0,2.0,120.0,3
805,Bannerghatta Road,1460.0,2.0,90.0,3
807,Bannerghatta Road,1179.0,2.0,66.02,2
808,Bannerghatta Road,1122.5,2.0,58.935,2
809,Bannerghatta Road,793.0,2.0,45.0,2
811,Bannerghatta Road,1400.0,2.0,78.0,2
813,Bannerghatta Road,1215.0,2.0,50.0,2
814,Bannerghatta Road,1654.0,3.0,100.0,3
815,Bannerghatta Road,1181.0,2.0,55.0,2
817,Bannerghatta Road,1200.0,2.0,75.0,2
819,Bannerghatta Road,595.0,1.0,31.83,1
820,Bannerghatta Road,1105.0,2.0,51.0,2
821,Bannerghatta Road,1255.0,2.0,65.26,2
823,Bannerghatta Road,1550.0,3.0,82.0,3
825,Bannerghatta Road,1650.0,3.0,122.0,3
826,Bannerghatta Road,912.0,2.0,55.0,2
827,Bannerghatta Road,1218.0,2.0,73.0,2
829,Bannerghatta Road,1115.0,2.0,65.12,2
831,Bannerghatta Road,1893.0,3.0,100.0,3
832,Bannerghatta Road,1600.0,3.0,95.0,3
833,Bannerghatta Road,1275.0,2.0,65.0,2
834,Bannerghatta Road,892.0,2.0,39.0,2
836,Bannerghatta Road,1260.0,2.0,70.0,2
838,Bannerghatta Road,1157.0,2.0,40.0,2
839,Bannerghatta Road,1150.0,2.0,65.0,2
841,Bannerghatta Road,1100.0,2.0,39.0,2
843,Bannerghatta Road,1725.0,3.0,110.0,3
844,Bannerghatta Road,1850.0,6.0,150.0,6
846,Bannerghatta Road,950.0,2.0,38.0,2
847,Bannerghatta Road,1220.0,2.0,80.0,2
848,Bannerghatta Road,1130.0,2.0,78.0,2
850,Bannerghatta Road,1486.0,3.0,83.22,3
852,Bannerghatta Road,1015.0,2.0,48.0,2
853,Bannerghatta Road,1115.0,2.0,61.0,2
854,Bannerghatta Road,1136.0,2.0,48.0,2
855,Bannerghatta Road,2700.0,4.0,260.0,4
856,Bannerghatta Road,1200.0,2.0,69.0,3
857,Bannerghatta Road,1465.0,2.0,76.0,3
858,Bannerghatta Road,1302.5,2.0,67.73,2
859,Bannerghatta Road,1200.0,2.0,65.0,2
860,Bannerghatta Road,1240.0,2.0,65.0,2
861,Bannerghatta Road,1476.0,3.0,125.0,3
863,Bannerghatta Road,1532.5,3.0,84.29,3
865,Bannerghatta Road,1268.0,2.0,69.0,2
866,Bannerghatta Road,1450.0,2.0,87.0,3
867,Bannerghatta Road,2932.0,5.0,195.0,4
870,Bannerghatta Road,960.0,2.0,58.0,2
871,Bannerghatta Road,1750.0,3.0,130.0,3
872,Bannerghatta Road,1275.0,2.0,73.0,2
874,Bannerghatta Road,1240.0,2.0,71.0,2
876,Bannerghatta Road,1215.0,2.0,68.0,2
877,Bannerghatta Road,1215.0,2.0,68.0,2
878,Bannerghatta Road,1894.0,3.0,115.0,3
880,Bannerghatta Road,1693.0,3.0,89.0,3
881,Bannerghatta Road,1280.0,2.0,60.16,2
883,Bannerghatta Road,630.0,1.0,35.0,1
884,Bannerghatta Road,1215.0,2.0,68.0,2
885,Bannerghatta Road,1365.0,3.0,76.18,3
886,Bannerghatta Road,1115.0,2.0,78.0,2
887,Bannerghatta Road,1532.5,3.0,79.465,3
889,Bannerghatta Road,1655.0,3.0,90.0,3
890,Bannerghatta Road,1247.0,2.0,47.39,2
891,Bannerghatta Road,1237.5,2.0,49.49,2
892,Bannerghatta Road,1650.0,3.0,94.0,3
893,Bannerghatta Road,905.0,2.0,65.0,2
894,Bannerghatta Road,1000.0,2.0,50.0,2
895,Bannerghatta Road,2185.0,3.0,120.0,4
896,Bannerghatta Road,1012.0,2.0,45.0,2
898,Bannerghatta Road,1460.0,2.0,80.0,3
899,Bannerghatta Road,1340.0,2.0,85.0,2
900,Bannerghatta Road,1711.0,3.0,125.0,3
901,Bannerghatta Road,1520.0,2.0,81.0,3
902,Bannerghatta Road,2826.0,3.0,148.0,3
903,Bannerghatta Road,1115.0,2.0,61.0,2
904,Bannerghatta Road,1154.0,2.0,47.0,2
905,Bannerghatta Road,1000.0,2.0,44.5,2
906,Bannerghatta Road,1250.0,2.0,48.0,2
907,Bannerghatta Road,1640.0,3.0,105.0,3
909,Bannerghatta Road,1012.0,2.0,44.0,2
910,Bannerghatta Road,1527.0,3.0,115.0,3
913,Bannerghatta Road,1550.0,3.0,96.0,3
914,Bannerghatta Road,1200.0,2.0,78.0,2
915,Bannerghatta Road,1885.0,3.0,125.0,3
917,Bannerghatta Road,1450.0,2.0,78.0,3
918,Bannerghatta Road,700.0,1.0,31.2,1
921,Bannerghatta Road,905.0,2.0,58.0,2
923,Bannerghatta Road,1920.0,3.0,122.0,3
924,Bannerghatta Road,2400.0,4.0,180.0,4
926,Bannerghatta Road,1270.0,2.0,45.0,2
927,Bannerghatta Road,1520.0,2.0,80.0,3
928,Bannerghatta Road,1270.0,2.0,73.0,3
929,Bannerghatta Road,1846.0,3.0,120.0,3
931,Bannerghatta Road,1122.5,2.0,61.74,2
932,Bannerghatta Road,1655.0,3.0,95.0,3
933,Bannerghatta Road,1206.0,2.0,53.0,2
934,Bannerghatta Road,1150.0,2.0,55.0,2
935,Bannerghatta Road,1215.0,2.0,65.0,2
936,Bannerghatta Road,1510.0,2.0,110.0,3
937,Bannerghatta Road,1022.0,2.0,35.0,2
938,Bannerghatta Road,1246.0,2.0,47.35,2
939,Bannerghatta Road,1470.0,2.0,85.0,3
940,Bannerghatta Road,1160.0,2.0,45.0,2
941,Bannerghatta Road,970.0,2.0,57.0,2
942,Bannerghatta Road,1527.0,3.0,142.0,3
945,Basavangudi,1036.0,2.0,105.0,2
946,Basavangudi,2600.0,4.0,260.0,4
947,Basavangudi,1600.0,2.0,160.0,3
948,Basavangudi,1560.0,2.0,145.0,2
950,Basavangudi,1800.0,3.0,195.0,3
951,Basavangudi,1100.0,2.0,93.0,2
953,Basavangudi,1050.0,2.0,103.0,2
956,Basavangudi,1180.0,2.0,124.0,2
958,Basavangudi,1200.0,2.0,120.0,2
960,Basavangudi,2453.0,3.0,250.0,4
961,Basaveshwara Nagar,4500.0,5.0,415.0,5
962,Basaveshwara Nagar,1865.0,3.0,145.0,3
963,Basaveshwara Nagar,1200.0,2.0,90.0,2
964,Basaveshwara Nagar,2400.0,4.0,310.0,5
965,Basaveshwara Nagar,1200.0,2.0,80.0,2
966,Basaveshwara Nagar,900.0,2.0,60.0,2
967,Basaveshwara Nagar,1900.0,3.0,150.0,3
968,Basaveshwara Nagar,1200.0,2.0,85.0,2
969,Basaveshwara Nagar,1200.0,2.0,70.0,2
970,Battarahalli,1200.0,2.0,65.0,2
971,Battarahalli,1779.0,3.0,89.61,3
972,Battarahalli,1300.0,2.0,50.0,2
973,Battarahalli,1945.0,3.0,97.42,3
974,Battarahalli,1777.0,3.0,100.0,3
975,Battarahalli,1135.0,2.0,43.0,2
976,Battarahalli,1276.0,2.0,45.0,2
977,Battarahalli,1880.0,3.0,94.36,3
978,Battarahalli,1071.0,2.0,62.0,2
979,Battarahalli,1165.0,2.0,43.0,2
980,Battarahalli,1636.0,2.0,82.89,2
981,Battarahalli,1779.0,3.0,90.0,3
983,Battarahalli,1090.0,2.0,38.37,2
984,Battarahalli,2082.0,3.0,104.0,3
985,Battarahalli,2024.0,3.0,103.0,3
986,Battarahalli,1097.0,2.0,49.0,2
988,Begur,1419.0,2.0,59.0,3
989,Begur,1580.0,3.0,75.0,3
990,Begur,1559.0,3.0,63.0,3
991,Begur,1445.0,2.0,47.1,3
992,Begur,1475.0,2.0,74.0,3
993,Begur,3500.0,4.0,185.0,3
994,Begur,1100.0,2.0,55.0,2
995,Begur,1306.0,2.0,65.0,2
996,Begur,1304.0,3.0,65.0,3
997,Begur,1411.0,2.0,60.0,3
998,Begur,815.0,2.0,40.0,2
999,Begur,1443.0,2.0,70.0,3
1000,Begur Road,1200.0,2.0,44.0,2
1001,Begur Road,1200.0,2.0,46.8,2
1002,Begur Road,1160.0,2.0,44.0,2
1003,Begur Road,1584.0,3.0,65.0,3
1005,Begur Road,1615.0,3.0,59.76,3
1006,Begur Road,1200.0,2.0,43.2,2
1007,Begur Road,1160.0,2.0,44.08,2
1008,Begur Road,1200.0,2.0,45.0,2
1009,Begur Road,1615.0,3.0,60.0,3
1010,Begur Road,1410.0,2.0,53.0,3
1011,Begur Road,1200.0,2.0,37.8,2
1012,Begur Road,1160.0,2.0,40.59,2
1013,Begur Road,1260.0,2.0,46.62,2
1014,Begur Road,1600.0,3.0,58.14,3
1016,Begur Road,1500.0,2.0,70.0,3
1017,Begur Road,1160.0,2.0,42.0,2
1018,Begur Road,1240.0,2.0,39.06,2
1019,Begur Road,1200.0,2.0,45.0,2
1020,Begur Road,1500.0,2.0,55.0,3
1021,Begur Road,1410.0,2.0,52.17,3
1023,Begur Road,1583.0,3.0,74.4,3
1024,Begur Road,1170.0,2.0,46.0,2
1025,Begur Road,1160.0,2.0,42.92,2
1026,Begur Road,1410.0,2.0,52.17,3
1028,Begur Road,1565.0,2.0,59.76,3
1029,Begur Road,1160.0,2.0,42.0,2
1031,Begur Road,1410.0,2.0,53.58,3
1032,Begur Road,1200.0,2.0,45.0,2
1033,Begur Road,1200.0,2.0,42.6,2
1034,Begur Road,1160.0,2.0,42.0,2
1035,Begur Road,1334.0,2.0,42.69,2
1036,Begur Road,1565.0,2.0,57.91,3
1037,Begur Road,1200.0,2.0,45.6,2
1038,Begur Road,1215.0,2.0,43.13,2
1039,Begur Road,1160.0,2.0,36.54,2
1041,Begur Road,1200.0,2.0,44.4,2
1043,Begur Road,1260.0,2.0,39.69,2
1044,Begur Road,2464.5,6.0,118.0,4
1045,Begur Road,1160.0,2.0,44.0,2
1047,Begur Road,952.0,2.0,42.0,2
1050,Begur Road,1200.0,2.0,42.0,2
1051,Begur Road,1240.0,2.0,45.88,2
1052,Begur Road,1200.0,3.0,50.0,3
1054,Begur Road,1200.0,2.0,44.0,2
1056,Begur Road,1100.0,2.0,42.6,2
1057,Begur Road,1565.0,2.0,57.91,3
1058,Begur Road,1200.0,2.0,44.4,2
1059,Begur Road,1160.0,2.0,36.54,2
1060,Begur Road,1215.0,2.0,43.75,2
1061,Begur Road,1200.0,2.0,44.73,2
1062,Begur Road,1160.0,2.0,42.0,2
1063,Begur Road,1410.0,2.0,54.99,3
1064,Bellandur,1767.0,3.0,103.0,3
1065,Bellandur,1205.0,2.0,66.0,2
1066,Bellandur,1250.0,2.0,76.0,2
1067,Bellandur,1000.0,2.0,50.0,2
1068,Bellandur,1281.0,2.0,74.0,2
1069,Bellandur,921.0,2.0,40.0,2
1071,Bellandur,1490.0,2.0,98.0,3
1075,Bellandur,1220.0,2.0,60.0,2
1076,Bellandur,1299.0,2.0,82.0,2
1077,Bellandur,900.0,2.0,56.0,2
1078,Bellandur,1350.0,2.0,79.0,2
1079,Bellandur,1286.0,2.0,57.0,2
1080,Bellandur,1457.0,2.0,85.0,2
1081,Bellandur,1195.0,2.0,51.0,2
1082,Bellandur,1050.0,2.0,72.0,2
1083,Bellandur,1310.0,2.0,72.0,2
1084,Bellandur,1785.0,3.0,118.0,3
1085,Bellandur,1051.0,2.0,60.0,2
1087,Bellandur,1060.0,2.0,65.0,2
1088,Bellandur,1100.0,2.0,62.0,2
1089,Bellandur,1685.0,3.0,100.0,3
1090,Bellandur,982.0,2.0,55.0,2
1091,Bellandur,1205.0,2.0,59.0,2
1092,Bellandur,1063.0,2.0,58.0,2
1093,Bellandur,1201.0,2.0,59.99,2
1094,Bellandur,1325.0,2.0,65.0,2
1095,Bellandur,1281.0,2.0,87.0,2
1097,Bellandur,1200.0,2.0,52.0,2
1098,Bellandur,1785.0,3.0,120.0,3
1099,Bellandur,1088.0,2.0,48.0,2
1100,Bellandur,1310.0,2.0,85.0,2
1101,Bellandur,1465.0,3.0,90.0,2
1102,Bellandur,1767.0,3.0,109.0,3
1103,Bellandur,3600.0,4.0,245.0,4
1104,Bellandur,1150.0,2.0,69.44,2
1106,Bellandur,1410.0,3.0,92.0,2
1107,Bellandur,1015.0,2.0,60.0,2
1109,Bellandur,1685.0,3.0,101.0,3
1110,Bellandur,1735.0,3.0,105.0,3
1111,Bellandur,1685.0,3.0,115.0,3
1112,Bellandur,1049.0,2.0,51.0,2
1114,Bellandur,1211.0,2.0,63.0,2
1115,Bellandur,1717.0,3.0,110.0,3
1117,Bellandur,1200.0,2.0,62.0,2
1122,Bellandur,960.0,2.0,48.0,2
1123,Bellandur,1690.0,2.0,116.0,3
1124,Bellandur,950.0,1.0,40.0,1
1125,Bellandur,850.0,2.0,45.0,2
1126,Bellandur,1454.0,2.0,90.0,2
1128,Bellandur,1195.0,2.0,52.0,2
1130,Bellandur,1260.0,2.0,83.5,2
1131,Bellandur,1535.0,3.0,90.0,3
1132,Bellandur,1047.0,2.0,75.0,2
1133,Benson Town,3200.0,4.0,350.0,3
1134,Benson Town,4460.0,5.0,650.0,4
1135,Benson Town,2850.0,4.0,470.0,3
1136,Benson Town,1300.0,2.0,120.0,2
1137,Benson Town,1567.0,3.0,140.0,2
1138,Benson Town,3633.0,6.0,550.0,4
1139,Benson Town,1688.12,2.0,270.0,2
1140,Benson Town,1805.0,3.0,280.0,3
1141,Benson Town,1688.0,2.0,280.0,2
1142,Bharathi Nagar,1322.0,2.0,68.0,2
1143,Bharathi Nagar,1351.0,2.0,70.0,2
1144,Bharathi Nagar,1384.0,2.0,59.0,2
1145,Bharathi Nagar,1351.0,2.0,74.0,2
1146,Bharathi Nagar,1432.0,2.0,68.0,2
1148,Bharathi Nagar,1349.0,2.0,56.7,2
1149,Bharathi Nagar,1328.0,2.0,69.0,2
1150,Bharathi Nagar,1300.0,2.0,55.86,2
1151,Bhoganhalli,1670.0,3.0,99.0,3
1154,Bhoganhalli,1444.0,2.0,75.97,2
1155,Bhoganhalli,1447.0,2.0,75.97,2
1156,Bhoganhalli,1700.0,3.0,126.0,3
1157,Bhoganhalli,1447.0,2.0,75.97,2
1162,Bhoganhalli,1760.0,3.0,127.0,3
1164,Bhoganhalli,1447.0,2.0,75.97,2
1165,Bhoganhalli,1949.0,3.0,129.0,3
1166,Bhoganhalli,1760.0,3.0,128.0,3
1167,Bhoganhalli,1447.0,2.0,75.97,2
1168,Bhoganhalli,2439.0,4.0,185.0,4
1172,Bhoganhalli,1444.0,2.0,75.97,2
1173,Bhoganhalli,1205.0,2.0,64.47,2
1174,Bhoganhalli,1447.0,2.0,75.97,2
1175,Bhoganhalli,2439.0,5.0,170.0,4
1177,Bhoganhalli,1205.0,2.0,68.32,2
1178,Bhoganhalli,1260.0,2.0,69.9,2
1179,Bhoganhalli,2439.0,4.0,170.0,4
1180,Bhoganhalli,1707.0,3.0,115.0,3
1182,Bhoganhalli,970.0,2.0,52.5,2
1184,Bhoganhalli,1277.0,2.0,79.89,2
1186,Bhoganhalli,1703.0,3.0,120.0,3
1188,Billekahalli,1125.0,2.0,62.0,2
1190,Billekahalli,1090.0,2.0,52.0,2
1191,Billekahalli,1112.0,2.0,62.0,2
1192,Billekahalli,2400.0,3.0,150.0,3
1193,Billekahalli,2968.0,3.0,225.0,3
1194,Billekahalli,950.0,2.0,58.11,2
1195,Billekahalli,1360.0,2.0,110.0,2
1196,Billekahalli,1125.0,2.0,65.0,2
1197,Billekahalli,950.0,2.0,56.0,2
1199,Billekahalli,1805.0,3.0,134.0,3
1200,Binny Pete,1755.0,3.0,122.0,3
1201,Binny Pete,665.0,1.0,50.75,1
1202,Binny Pete,2465.0,5.0,234.0,3
1204,Binny Pete,1245.0,2.0,86.28,2
1205,Binny Pete,660.0,1.0,54.0,1
1206,Binny Pete,665.0,1.0,46.08,1
1207,Binny Pete,660.0,1.0,62.0,1
1208,Binny Pete,1365.0,2.0,122.0,2
1209,Binny Pete,2940.0,6.0,280.0,4
1210,Binny Pete,1795.0,3.0,139.0,3
1211,Binny Pete,1740.0,3.0,150.0,3
1212,Binny Pete,1970.0,3.0,164.0,3
1213,Binny Pete,1516.0,3.0,147.0,3
1214,Bisuvanahalli,1180.0,3.0,48.0,3
1216,Bisuvanahalli,1075.0,2.0,46.0,3
1219,Bisuvanahalli,1075.0,2.0,45.0,3
1221,Bisuvanahalli,845.0,2.0,33.0,2
1222,Bisuvanahalli,1075.0,2.0,45.0,3
1223,Bisuvanahalli,845.0,2.0,37.0,2
1226,Bisuvanahalli,845.0,2.0,29.0,2
1227,Bisuvanahalli,1075.0,2.0,47.0,3
1228,Bisuvanahalli,850.0,1.0,32.0,2
1229,Bisuvanahalli,1075.0,2.0,50.0,3
1230,Bisuvanahalli,1075.0,2.0,52.0,3
1231,Bisuvanahalli,1180.0,2.0,46.0,3
1232,Bisuvanahalli,1075.0,2.0,42.0,3
1233,Bisuvanahalli,845.0,2.0,37.0,2
1234,Bisuvanahalli,1075.0,2.0,43.0,3
1235,Bisuvanahalli,700.0,1.0,32.0,2
1236,Bisuvanahalli,1075.0,2.0,52.0,3
1237,Bisuvanahalli,1075.0,2.0,50.0,3
1239,Bisuvanahalli,845.0,2.0,33.0,2
1240,Bisuvanahalli,945.0,2.0,33.0,2
1241,Bisuvanahalli,845.0,2.0,30.0,2
1244,Bisuvanahalli,1075.0,2.0,43.0,3
1245,Bisuvanahalli,1080.0,2.0,45.0,3
1246,Bisuvanahalli,1180.0,2.0,55.5,3
1247,Bisuvanahalli,1075.0,2.0,47.0,3
1248,Bisuvanahalli,1075.0,2.0,48.0,3
1250,Bisuvanahalli,1075.0,2.0,45.0,3
1251,Bisuvanahalli,1075.0,2.0,44.0,3
1252,Bisuvanahalli,850.0,2.0,27.0,2
1253,Bisuvanahalli,1075.0,2.0,42.0,3
1254,Bisuvanahalli,845.0,2.0,32.0,2
1256,Bisuvanahalli,845.0,2.0,34.0,2
1257,Bommanahalli,3000.0,8.0,140.0,8
1258,Bommanahalli,520.0,1.0,19.5,1
1259,Bommanahalli,515.0,1.0,25.0,1
1260,Bommanahalli,1090.0,3.0,44.0,2
1263,Bommanahalli,1850.0,3.0,90.0,3
1264,Bommanahalli,910.0,2.0,45.0,2
1265,Bommanahalli,1050.0,2.0,46.0,2
1266,Bommanahalli,1100.0,1.0,55.0,2
1268,Bommanahalli,1350.0,2.0,72.0,2
1269,Bommanahalli,2100.0,4.0,85.0,4
1270,Bommanahalli,1307.0,2.0,50.0,2
1271,Bommanahalli,1091.0,2.0,40.0,2
1272,Bommanahalli,1160.0,2.0,53.0,2
1273,Bommanahalli,1050.0,2.0,54.0,2
1274,Bommasandra,1260.0,3.0,49.36,3
1275,Bommasandra,1200.0,3.0,46.0,3
1276,Bommasandra,1035.0,2.0,41.0,2
1277,Bommasandra,1035.0,2.0,41.73,2
1278,Bommasandra,1034.0,2.0,40.0,2
1279,Bommasandra,877.0,2.0,30.0,2
1280,Bommasandra,920.0,2.0,37.46,2
1281,Bommasandra,1035.0,2.0,41.43,2
1282,Bommasandra,1295.0,2.0,50.28,3
1284,Bommasandra,1015.0,2.0,40.0,2
1285,Bommasandra,1000.0,2.0,35.0,2
1286,Bommasandra,955.0,2.0,35.28,2
1287,Bommasandra,1005.0,2.0,39.77,2
1288,Bommasandra,1014.0,2.0,35.0,2
1289,Bommasandra,1020.0,2.0,40.89,2
1290,Bommasandra,920.0,2.0,37.2,2
1291,Bommasandra,800.0,1.0,32.0,2
1292,Bommasandra,1280.0,3.0,50.0,3
1293,Bommasandra,1942.0,3.0,90.0,3
1294,Bommasandra,1127.0,2.0,45.0,2
1296,Bommasandra,877.0,2.0,29.0,2
1297,Bommasandra,1365.0,3.0,52.81,3
1298,Bommasandra,842.0,2.0,30.0,2
1299,Bommasandra,1260.0,3.0,49.36,3
